Data;Regiao;Vendedor;Cliente;ID_Produto;Produto;Quantidade;Preco_Unitario;Custo_Unitario;Faturamento;Lucro
2025-04-30;Centro-Oeste;Eduardo;Ciro;7002;Smartphone;8;651,1;436,5;5208,8;1716,8
2023-03-31;Centro-Oeste;Bruno;Ciro;3003;Placa de Vídeo NVidia;9;3904,74;2642,64;35142,66;11358,9
2024-03-31;Sudeste;Bruno;Felipe;1005;Headset;8;4606,29;2465,03;36850,32;17130,08
2023-05-31;Nordeste;Carlos;Marisa;5004;Monitor;4;4457,51;2362,21;17830,04;8381,2
2022-01-31;Norte;Carlos;João;2006;WebCam 4k;9;3856,03;2970,11;34704,27;7973,28
2022-12-31;Norte;Ana;Marisa;9001;Notebook;3;4289,52;2754,16;12868,56;4606,08
2022-07-31;Sul;Fernanda;João;9001;Notebook;4;4206,6;3283,21;16826,4;3693,56
2024-06-30;Norte;Carlos;Ciro;3003;Placa de Vídeo NVidia;3;2899,14;2132,73;8697,42;2299,23
2024-08-31;Sul;Bruno;Felipe;3003;Placa de Vídeo NVidia;6;2495,95;1309,93;14975,7;7116,12
2022-05-31;Sul;Eduardo;Ciro;1005;Headset;2;3161,76;2095,35;6323,52;2132,82
2024-08-31;Nordeste;Ana;Marisa;3003;Placa de Vídeo NVidia;6;4761,99;3421,59;28571,94;8042,4
2024-06-30;Sudeste;Ana;Manoela;1005;Headset;3;4873,75;3782,31;14621,25;3274,32
2025-02-28;Sul;Eduardo;Marisa;2006;WebCam 4k;7;1744,51;1258,03;12211,57;3405,36
2023-12-31;Norte;Daniela;Antonia;5004;Monitor;3;643,55;496,84;1930,65;440,13
2025-04-30;Sudeste;Ana;Marisa;9001;Notebook;5;4010,0;2142,26;20050,0;9338,7
2025-08-31;Sudeste;Fernanda;Manoela;5004;Monitor;7;3435,07;2324,29;24045,49;7775,46
2025-10-31;Centro-Oeste;Fernanda;Marisa;3003;Placa de Vídeo NVidia;1;3733,92;2055,17;3733,92;1678,75
2025-08-31;Norte;Carlos;Ciro;5004;Monitor;9;3644,97;2900,12;32804,73;6703,65
2024-06-30;Nordeste;Fernanda;Ciro;1005;Headset;8;4176,14;2762,45;33409,12;11309,52
2022-02-28;Norte;Ana;João;1005;Headset;8;1392,23;1061,54;11137,84;2645,52
2022-04-30;Sul;Fernanda;Ciro;1005;Headset;1;3368,99;2256,69;3368,99;1112,3
2024-04-30;Sul;Bruno;Antonia;1005;Headset;9;1907,09;1512,95;17163,81;3547,26
2022-11-30;Centro-Oeste;Daniela;Felipe;5004;Monitor;3;2386,33;1796,15;7158,99;1770,54
2025-07-31;Nordeste;Ana;Antonia;1005;Headset;5;1874,39;1391,46;9371,95;2414,65
2023-08-31;Sudeste;Daniela;Felipe;2006;WebCam 4k;7;3802,62;2173,36;26618,34;11404,82
2022-04-30;Centro-Oeste;Fernanda;Ciro;5004;Monitor;7;3821,31;2354,25;26749,17;10269,42
2025-09-30;Centro-Oeste;Bruno;João;5004;Monitor;8;3187,11;1690,39;25496,88;11973,76
2024-01-31;Sul;Daniela;João;2006;WebCam 4k;9;2488,25;1850,12;22394,25;5743,17
2022-11-30;Norte;Daniela;Marisa;3003;Placa de Vídeo NVidia;8;2855,44;2115,8;22843,52;5917,12
2024-05-31;Centro-Oeste;Bruno;Marisa;3003;Placa de Vídeo NVidia;3;2338,95;1442,77;7016,85;2688,54
2023-06-30;Norte;Carlos;Ciro;1005;Headset;8;2887,62;1667,39;23100,96;9761,84
2025-08-31;Nordeste;Daniela;Manoela;5004;Monitor;3;989,5;614,57;2968,5;1124,79
2024-05-31;Norte;Ana;Manoela;5004;Monitor;1;1575,31;1005,49;1575,31;569,82
2022-11-30;Nordeste;Carlos;Ciro;5004;Monitor;4;4711,52;3307,57;18846,08;5615,8
2023-11-30;Sul;Fernanda;João;7002;Smartphone;8;4512,97;2587,51;36103,76;15403,68
2023-12-31;Sudeste;Carlos;Marisa;7002;Smartphone;2;1998,27;1485,41;3996,54;1025,72
2025-01-31;Centro-Oeste;Fernanda;Marisa;3003;Placa de Vídeo NVidia;4;1795,34;1331,06;7181,36;1857,12
2024-02-29;Centro-Oeste;Ana;Marisa;7002;Smartphone;9;3004,67;1772,64;27042,03;11088,27
2023-05-31;Nordeste;Fernanda;Ciro;3003;Placa de Vídeo NVidia;2;3158,18;2489,21;6316,36;1337,94
2025-10-31;Nordeste;Ana;Marisa;9001;Notebook;6;985,45;776,73;5912,7;1252,32
2024-08-31;Nordeste;Daniela;Antonia;9001;Notebook;4;1288,45;960,69;5153,8;1311,04
2022-02-28;Sul;Eduardo;Marisa;5004;Monitor;7;1696,23;1146,23;11873,61;3850,0
2023-08-31;Norte;Ana;Felipe;2006;WebCam 4k;8;3102,34;1732,84;24818,72;10956,0
2022-07-31;Sudeste;Daniela;Manoela;1005;Headset;9;4424,71;2359,41;39822,39;18587,7
2023-06-30;Sudeste;Eduardo;João;1005;Headset;4;4695,59;3151,44;18782,36;6176,6
2024-08-31;Norte;Bruno;Antonia;5004;Monitor;9;1254,89;821,01;11294,01;3904,92
2023-09-30;Nordeste;Daniela;Manoela;9001;Notebook;4;3556,55;2424,59;14226,2;4527,84
2024-07-31;Centro-Oeste;Bruno;Marisa;3003;Placa de Vídeo NVidia;8;4239,2;2342,64;33913,6;15172,48
2022-03-31;Sul;Eduardo;Felipe;5004;Monitor;9;565,83;314,57;5092,47;2261,34
2023-10-31;Norte;Ana;Ciro;9001;Notebook;9;1061,27;571,18;9551,43;4410,81
2024-08-31;Centro-Oeste;Bruno;Marisa;9001;Notebook;9;1968,01;1135,02;17712,09;7496,91
2024-04-30;Sudeste;Fernanda;Antonia;2006;WebCam 4k;4;604,95;478,74;2419,8;504,84
2024-07-31;Centro-Oeste;Daniela;Manoela;7002;Smartphone;6;927,82;531,03;5566,92;2380,74
2024-05-31;Centro-Oeste;Eduardo;Ciro;1005;Headset;6;4606,63;3313,62;27639,78;7758,06
2023-07-31;Nordeste;Carlos;Felipe;5004;Monitor;1;2773,26;1413,93;2773,26;1359,33
2025-07-31;Centro-Oeste;Eduardo;Felipe;3003;Placa de Vídeo NVidia;4;640,32;362,08;2561,28;1112,96
2024-12-31;Sul;Eduardo;João;1005;Headset;7;4877,2;3282,89;34140,4;11160,17
2023-01-31;Norte;Daniela;Manoela;5004;Monitor;1;2120,86;1296,73;2120,86;824,13
2022-04-30;Sudeste;Daniela;Marisa;2006;WebCam 4k;7;1092,15;600,46;7645,05;3441,83
2022-05-31;Norte;Daniela;Felipe;1005;Headset;3;2646,1;1404,29;7938,3;3725,43
2022-04-30;Centro-Oeste;Eduardo;Marisa;5004;Monitor;1;529,74;387,28;529,74;142,46
2022-03-31;Sul;Eduardo;João;3003;Placa de Vídeo NVidia;4;3258,62;2416,42;13034,48;3368,8
2023-03-31;Sudeste;Bruno;João;3003;Placa de Vídeo NVidia;7;506,58;363,11;3546,06;1004,29
2023-05-31;Sul;Ana;Marisa;7002;Smartphone;6;1593,63;1139,83;9561,78;2722,8
2023-12-31;Norte;Bruno;Felipe;3003;Placa de Vídeo NVidia;5;1379,17;971,67;6895,85;2037,5
2022-08-31;Sudeste;Ana;Marisa;5004;Monitor;1;2361,99;1193,06;2361,99;1168,93
2024-04-30;Nordeste;Ana;Manoela;3003;Placa de Vídeo NVidia;3;3219,98;1837,44;9659,94;4147,62
2024-01-31;Nordeste;Fernanda;Ciro;2006;WebCam 4k;8;630,73;499,59;5045,84;1049,12
2022-11-30;Centro-Oeste;Daniela;Antonia;3003;Placa de Vídeo NVidia;7;2063,04;1387,18;14441,28;4731,02
2025-07-31;Sudeste;Daniela;Marisa;5004;Monitor;4;3522,57;2521,2;14090,28;4005,48
2023-03-31;Norte;Eduardo;Antonia;5004;Monitor;3;1646,09;1040,6;4938,27;1816,47
2024-09-30;Norte;Carlos;Antonia;3003;Placa de Vídeo NVidia;8;3709,46;2463,89;29675,68;9964,56
2022-11-30;Norte;Fernanda;Marisa;2006;WebCam 4k;5;1623,75;945,46;8118,75;3391,45
2023-12-31;Norte;Daniela;Manoela;3003;Placa de Vídeo NVidia;2;4692,41;2461,07;9384,82;4462,68
2025-06-30;Centro-Oeste;Ana;Marisa;7002;Smartphone;8;4507,96;2474,38;36063,68;16268,64
2025-05-31;Norte;Eduardo;João;7002;Smartphone;5;3912,08;2321,23;19560,4;7954,25
2024-11-30;Centro-Oeste;Bruno;Ciro;7002;Smartphone;6;692,73;405,27;4156,38;1724,76
2025-06-30;Centro-Oeste;Ana;Felipe;5004;Monitor;3;1862,02;1348,18;5586,06;1541,52
2024-03-31;Centro-Oeste;Eduardo;Ciro;1005;Headset;7;4761,77;3772,57;33332,39;6924,4
2022-07-31;Nordeste;Fernanda;Antonia;7002;Smartphone;4;3688,53;2711,38;14754,12;3908,6
2024-11-30;Norte;Daniela;Antonia;7002;Smartphone;7;3156,63;2223,57;22096,41;6531,42
2025-03-31;Sudeste;Carlos;Ciro;9001;Notebook;3;4126,16;2158,2;12378,48;5903,88
2024-07-31;Sul;Eduardo;Felipe;5004;Monitor;7;2161,29;1572,25;15129,03;4123,28
2024-11-30;Centro-Oeste;Bruno;Manoela;3003;Placa de Vídeo NVidia;3;4883,1;2642,99;14649,3;6720,33
2023-11-30;Centro-Oeste;Daniela;João;3003;Placa de Vídeo NVidia;1;3876,71;2053,08;3876,71;1823,63
2023-02-28;Norte;Daniela;Felipe;5004;Monitor;5;3650,08;2747,0;18250,4;4515,4
2024-06-30;Centro-Oeste;Bruno;Ciro;5004;Monitor;9;2986,81;1496,6;26881,29;13411,89
2022-11-30;Sul;Carlos;João;1005;Headset;7;4380,85;2612,71;30665,95;12376,98
2024-02-29;Sul;Bruno;Felipe;5004;Monitor;7;4783,36;3608,16;33483,52;8226,4
2024-02-29;Sudeste;Ana;João;7002;Smartphone;3;643,39;476,71;1930,17;500,04
2023-12-31;Norte;Carlos;Manoela;7002;Smartphone;6;1065,25;736,86;6391,5;1970,34
2025-02-28;Sul;Eduardo;Marisa;2006;WebCam 4k;2;3202,03;1623,32;6404,06;3157,42
2025-10-31;Sul;Daniela;Manoela;5004;Monitor;2;4854,54;2433,8;9709,08;4841,48
2023-09-30;Sul;Fernanda;Marisa;5004;Monitor;8;1047,0;725,34;8376,0;2573,28
2022-08-31;Sul;Fernanda;Manoela;3003;Placa de Vídeo NVidia;6;4444,04;2559,51;26664,24;11307,18
2022-03-31;Sudeste;Daniela;Antonia;5004;Monitor;9;864,41;485,44;7779,69;3410,73
2022-09-30;Sudeste;Bruno;Marisa;7002;Smartphone;4;3484,69;2569,71;13938,76;3659,92
2022-06-30;Norte;Eduardo;Marisa;9001;Notebook;9;2064,19;1446,53;18577,71;5558,94
2022-09-30;Nordeste;Ana;Felipe;1005;Headset;5;1304,75;945,88;6523,75;1794,35
2022-08-31;Nordeste;Daniela;Marisa;9001;Notebook;4;1374,22;724,71;5496,88;2598,04
2024-05-31;Sul;Fernanda;Antonia;7002;Smartphone;5;4723,75;2687,43;23618,75;10181,6
2024-04-30;Centro-Oeste;Carlos;Antonia;9001;Notebook;4;4525,79;2939,82;18103,16;6343,88
2022-11-30;Norte;Daniela;Felipe;3003;Placa de Vídeo NVidia;7;799,0;514,57;5593,0;1991,01
2023-04-30;Norte;Eduardo;Marisa;7002;Smartphone;7;4702,02;3198,17;32914,14;10526,95
2024-02-29;Sul;Eduardo;Manoela;5004;Monitor;2;4875,41;2739,46;9750,82;4271,9
2022-08-31;Norte;Carlos;Antonia;5004;Monitor;5;3451,95;2120,28;17259,75;6658,35
2023-04-30;Centro-Oeste;Carlos;Manoela;3003;Placa de Vídeo NVidia;5;3947,97;2296,97;19739,85;8255,0
2022-05-31;Norte;Eduardo;Ciro;1005;Headset;2;3958,54;2278,67;7917,08;3359,74
2023-09-30;Sudeste;Carlos;Ciro;5004;Monitor;5;4172,06;2883,89;20860,3;6440,85
2024-08-31;Sul;Daniela;Manoela;7002;Smartphone;8;3537,45;1820,8;28299,6;13733,2
2025-05-31;Sudeste;Daniela;Antonia;3003;Placa de Vídeo NVidia;5;3814,46;2868,54;19072,3;4729,6
2022-08-31;Nordeste;Daniela;Antonia;1005;Headset;4;2238,78;1477,79;8955,12;3043,96
2023-11-30;Centro-Oeste;Daniela;Antonia;3003;Placa de Vídeo NVidia;6;3434,02;2097,48;20604,12;8019,24
2025-05-31;Centro-Oeste;Fernanda;Felipe;2006;WebCam 4k;5;3594,96;2006,94;17974,8;7940,1
2022-01-31;Centro-Oeste;Carlos;Antonia;1005;Headset;1;1607,89;979,32;1607,89;628,57
2024-02-29;Sul;Bruno;Felipe;5004;Monitor;5;4253,01;2460,02;21265,05;8964,95
2025-06-30;Nordeste;Daniela;Felipe;7002;Smartphone;1;1358,16;927,18;1358,16;430,98
2023-05-31;Norte;Ana;Marisa;1005;Headset;7;816,18;566,42;5713,26;1748,32
2023-07-31;Norte;Carlos;Marisa;2006;WebCam 4k;2;3094,94;1817,13;6189,88;2555,62
2024-02-29;Norte;Daniela;Manoela;2006;WebCam 4k;8;2956,52;1853,83;23652,16;8821,52
2023-03-31;Sul;Bruno;Ciro;9001;Notebook;4;1251,34;976,05;5005,36;1101,16
2025-03-31;Norte;Fernanda;Ciro;9001;Notebook;4;4722,45;2814,86;18889,8;7630,36
2024-10-31;Sul;Eduardo;Antonia;3003;Placa de Vídeo NVidia;8;2340,37;1738,01;18722,96;4818,88
2024-04-30;Nordeste;Bruno;Manoela;3003;Placa de Vídeo NVidia;3;3065,72;1665,22;9197,16;4201,5
2025-05-31;Sudeste;Fernanda;Manoela;5004;Monitor;1;4652,34;2972,52;4652,34;1679,82
2023-03-31;Nordeste;Bruno;Antonia;1005;Headset;5;4273,38;2863,82;21366,9;7047,8
2024-07-31;Norte;Bruno;Antonia;9001;Notebook;9;3010,0;1565,98;27090,0;12996,18
2025-08-31;Sul;Bruno;Felipe;5004;Monitor;2;590,56;437,83;1181,12;305,46
2023-04-30;Norte;Eduardo;Felipe;7002;Smartphone;3;3546,7;2800,9;10640,1;2237,4
2022-11-30;Sudeste;Carlos;Antonia;7002;Smartphone;7;2175,27;1246,96;15226,89;6498,17
2024-12-31;Sul;Fernanda;Ciro;9001;Notebook;5;1082,28;717,36;5411,4;1824,6
2024-10-31;Norte;Bruno;Felipe;2006;WebCam 4k;9;933,6;531,08;8402,4;3622,68
2024-12-31;Sul;Daniela;Antonia;5004;Monitor;3;2527,04;1335,89;7581,12;3573,45
2022-07-31;Nordeste;Eduardo;Antonia;3003;Placa de Vídeo NVidia;7;1005,14;793,47;7035,98;1481,69
2022-11-30;Centro-Oeste;Ana;Marisa;1005;Headset;4;3161,39;1799,27;12645,56;5448,48
2022-05-31;Sul;Fernanda;João;5004;Monitor;9;3933,36;2680,12;35400,24;11279,16
2023-01-31;Centro-Oeste;Ana;Antonia;7002;Smartphone;5;4189,37;2931,72;20946,85;6288,25
2022-01-31;Sudeste;Daniela;Manoela;2006;WebCam 4k;9;1056,7;537,71;9510,3;4670,91
2024-10-31;Sul;Eduardo;Ciro;7002;Smartphone;7;2874,65;1444,68;20122,55;10009,79
2022-03-31;Norte;Daniela;Ciro;5004;Monitor;5;2058,25;1310,93;10291,25;3736,6
2024-11-30;Norte;Daniela;Ciro;5004;Monitor;2;3025,96;1836,38;6051,92;2379,16
2022-06-30;Sul;Ana;João;2006;WebCam 4k;3;665,51;466,68;1996,53;596,49
2023-04-30;Nordeste;Eduardo;Manoela;1005;Headset;6;1031,05;552,38;6186,3;2872,02
2022-05-31;Nordeste;Daniela;Marisa;7002;Smartphone;8;758,89;499,02;6071,12;2078,96
2024-12-31;Sudeste;Fernanda;Antonia;2006;WebCam 4k;4;3530,72;2217,73;14122,88;5251,96
2023-05-31;Centro-Oeste;Eduardo;Felipe;2006;WebCam 4k;1;4440,26;2450,89;4440,26;1989,37
2023-11-30;Norte;Daniela;João;1005;Headset;1;1822,07;1334,76;1822,07;487,31
2024-12-31;Norte;Fernanda;Marisa;2006;WebCam 4k;6;2350,76;1865,31;14104,56;2912,7
2023-09-30;Norte;Ana;Antonia;2006;WebCam 4k;4;4436,31;2955,12;17745,24;5924,76
2025-05-31;Centro-Oeste;Bruno;Marisa;1005;Headset;3;1220,93;711,45;3662,79;1528,44
2023-04-30;Sudeste;Fernanda;Antonia;9001;Notebook;7;3379,14;1833,16;23653,98;10821,86
2024-12-31;Centro-Oeste;Eduardo;João;2006;WebCam 4k;3;1453,09;834,36;4359,27;1856,19
2023-09-30;Nordeste;Daniela;Ciro;1005;Headset;1;4164,62;3263,42;4164,62;901,2
2022-04-30;Nordeste;Bruno;Ciro;7002;Smartphone;6;3647,59;2168,56;21885,54;8874,18
2022-02-28;Norte;Ana;Ciro;1005;Headset;8;831,67;427,99;6653,36;3229,44
2025-08-31;Nordeste;Fernanda;Ciro;5004;Monitor;3;3111,27;2313,14;9333,81;2394,39
2022-11-30;Nordeste;Ana;Marisa;3003;Placa de Vídeo NVidia;1;1801,51;1022,55;1801,51;778,96
2023-08-31;Centro-Oeste;Fernanda;Antonia;7002;Smartphone;2;3531,29;2430,3;7062,58;2201,98
2025-06-30;Nordeste;Daniela;Felipe;3003;Placa de Vídeo NVidia;7;645,46;392,16;4518,22;1773,1
2024-09-30;Norte;Ana;Manoela;9001;Notebook;9;2147,94;1447,33;19331,46;6305,49
2023-12-31;Centro-Oeste;Bruno;João;1005;Headset;9;3380,47;1859,74;30424,23;13686,57
2025-06-30;Centro-Oeste;Ana;Marisa;9001;Notebook;3;4377,37;3331,89;13132,11;3136,44
2025-02-28;Sul;Fernanda;Manoela;9001;Notebook;2;1303,04;896,91;2606,08;812,26
2025-10-31;Centro-Oeste;Daniela;João;9001;Notebook;9;2771,45;1430,08;24943,05;12072,33
2022-10-31;Sudeste;Bruno;Manoela;3003;Placa de Vídeo NVidia;3;3251,3;2026,54;9753,9;3674,28
2023-09-30;Sudeste;Eduardo;Felipe;3003;Placa de Vídeo NVidia;3;4795,25;2804,2;14385,75;5973,15
2022-11-30;Norte;Carlos;Felipe;5004;Monitor;4;4771,51;2867,69;19086,04;7615,28
2022-11-30;Sudeste;Bruno;Manoela;1005;Headset;9;1536,24;1172,55;13826,16;3273,21
2025-08-31;Sul;Carlos;Manoela;3003;Placa de Vídeo NVidia;8;4993,8;3031,67;39950,4;15697,04
2024-02-29;Sudeste;Eduardo;Ciro;5004;Monitor;3;4437,49;2989,21;13312,47;4344,84
2022-06-30;Norte;Daniela;Manoela;2006;WebCam 4k;1;1137,78;901,79;1137,78;235,99
2024-01-31;Norte;Ana;Felipe;2006;WebCam 4k;2;1751,88;1359,9;3503,76;783,96
2024-01-31;Norte;Eduardo;Manoela;5004;Monitor;6;1660,64;940,68;9963,84;4319,76
2025-02-28;Sul;Ana;Felipe;2006;WebCam 4k;4;1084,56;728,24;4338,24;1425,28
2024-03-31;Centro-Oeste;Ana;Ciro;5004;Monitor;2;4024,56;2524,56;8049,12;3000,0
2023-09-30;Norte;Ana;Felipe;2006;WebCam 4k;3;649,59;460,8;1948,77;566,37
2025-02-28;Centro-Oeste;Carlos;João;5004;Monitor;2;2611,73;1965,41;5223,46;1292,64
2025-05-31;Centro-Oeste;Daniela;Felipe;3003;Placa de Vídeo NVidia;3;1107,99;616,14;3323,97;1475,55
2023-10-31;Centro-Oeste;Eduardo;João;7002;Smartphone;8;3421,31;2492,73;27370,48;7428,64
2024-09-30;Sudeste;Fernanda;Marisa;3003;Placa de Vídeo NVidia;9;1119,7;739,36;10077,3;3423,06
2023-10-31;Sul;Ana;Antonia;5004;Monitor;7;1186,4;693,12;8304,8;3452,96
2023-02-28;Centro-Oeste;Daniela;Ciro;9001;Notebook;9;2576,84;1686,44;23191,56;8013,6
2024-05-31;Sudeste;Bruno;Marisa;1005;Headset;1;2107,47;1574,58;2107,47;532,89
2024-09-30;Sul;Fernanda;Ciro;9001;Notebook;5;4115,77;3213,47;20578,85;4511,5
2025-08-31;Norte;Bruno;Antonia;5004;Monitor;6;4210,27;2523,91;25261,62;10118,16
2023-01-31;Nordeste;Carlos;Marisa;2006;WebCam 4k;2;3054,9;1887,63;6109,8;2334,54
2023-03-31;Nordeste;Daniela;Manoela;7002;Smartphone;5;3190,28;1749,81;15951,4;7202,35
2025-02-28;Sul;Fernanda;João;5004;Monitor;8;3240,54;1989,29;25924,32;10010,0
2023-02-28;Sul;Fernanda;Marisa;7002;Smartphone;8;3452,53;2700,56;27620,24;6015,76
2025-01-31;Nordeste;Bruno;Antonia;2006;WebCam 4k;3;2549,82;1657,15;7649,46;2678,01
2023-05-31;Centro-Oeste;Fernanda;Manoela;7002;Smartphone;1;3932,43;2040,51;3932,43;1891,92
2023-07-31;Centro-Oeste;Fernanda;Antonia;7002;Smartphone;1;3656,23;2011,68;3656,23;1644,55
2022-02-28;Sul;Bruno;Manoela;3003;Placa de Vídeo NVidia;9;3663,87;2839,8;32974,83;7416,63
2023-02-28;Nordeste;Eduardo;João;3003;Placa de Vídeo NVidia;9;2862,8;1630,29;25765,2;11092,59
2022-09-30;Sul;Carlos;João;3003;Placa de Vídeo NVidia;7;3660,86;1893,96;25626,02;12368,3
2022-07-31;Norte;Carlos;João;5004;Monitor;4;807,09;483,74;3228,36;1293,4
2022-09-30;Sul;Carlos;Manoela;5004;Monitor;6;1601,55;1062,54;9609,3;3234,06
2024-02-29;Sudeste;Ana;Manoela;2006;WebCam 4k;1;4415,13;2259,21;4415,13;2155,92
2024-11-30;Sul;Bruno;Antonia;3003;Placa de Vídeo NVidia;8;3878,67;2132,15;31029,36;13972,16
2025-05-31;Norte;Daniela;Felipe;7002;Smartphone;1;3520,87;2113,18;3520,87;1407,69
2023-12-31;Nordeste;Ana;Felipe;2006;WebCam 4k;1;1510,9;919,59;1510,9;591,31
2024-07-31;Norte;Bruno;Antonia;1005;Headset;2;584,24;394,89;1168,48;378,7
2025-09-30;Sul;Eduardo;Antonia;1005;Headset;1;1042,18;717,14;1042,18;325,04
2023-02-28;Centro-Oeste;Eduardo;Marisa;7002;Smartphone;4;2017,16;1191,49;8068,64;3302,68
2025-09-30;Norte;Bruno;Ciro;5004;Monitor;9;4724,17;2573,4;42517,53;19356,93
2025-07-31;Sul;Daniela;João;7002;Smartphone;8;3633,82;2608,98;29070,56;8198,72
2022-12-31;Nordeste;Ana;Felipe;9001;Notebook;4;3299,14;2303,91;13196,56;3980,92
2022-08-31;Norte;Eduardo;Manoela;3003;Placa de Vídeo NVidia;9;2122,55;1548,4;19102,95;5167,35
2023-11-30;Norte;Carlos;Marisa;3003;Placa de Vídeo NVidia;4;2397,22;1849,86;9588,88;2189,44
2022-03-31;Centro-Oeste;Carlos;Manoela;3003;Placa de Vídeo NVidia;6;4734,9;3105,19;28409,4;9778,26
2025-02-28;Sul;Daniela;Antonia;5004;Monitor;2;1388,46;710,46;2776,92;1356,0
2022-05-31;Centro-Oeste;Bruno;João;3003;Placa de Vídeo NVidia;9;2779,42;1905,78;25014,78;7862,76
2022-12-31;Sul;Carlos;João;5004;Monitor;9;4309,54;2466,84;38785,86;16584,3
2023-03-31;Nordeste;Fernanda;Antonia;5004;Monitor;4;2112,41;1548,73;8449,64;2254,72
2024-07-31;Sudeste;Ana;Manoela;7002;Smartphone;3;2959,9;1847,49;8879,7;3337,23
2022-01-31;Sudeste;Ana;Manoela;9001;Notebook;9;2488,16;1459,86;22393,44;9254,7
2024-11-30;Sudeste;Daniela;Felipe;9001;Notebook;2;3474,51;2554,55;6949,02;1839,92
2022-07-31;Centro-Oeste;Fernanda;Felipe;2006;WebCam 4k;4;1526,39;1108,47;6105,56;1671,68
2024-03-31;Norte;Daniela;Marisa;2006;WebCam 4k;6;4795,42;3469,18;28772,52;7957,44
2024-01-31;Sul;Fernanda;Antonia;3003;Placa de Vídeo NVidia;9;578,96;378,86;5210,64;1800,9
2024-07-31;Nordeste;Carlos;João;2006;WebCam 4k;3;1466,95;1088,76;4400,85;1134,57
2025-05-31;Sudeste;Ana;Ciro;5004;Monitor;4;4296,01;2714,23;17184,04;6327,12
2025-03-31;Sul;Bruno;Antonia;9001;Notebook;8;1544,38;894,05;12355,04;5202,64
2022-05-31;Norte;Eduardo;Felipe;9001;Notebook;8;2315,47;1329,58;18523,76;7887,12
2023-03-31;Nordeste;Bruno;Manoela;3003;Placa de Vídeo NVidia;5;3128,46;1843,4;15642,3;6425,3
2024-04-30;Sul;Bruno;Manoela;1005;Headset;3;849,68;486,34;2549,04;1090,02
2022-11-30;Norte;Daniela;Ciro;3003;Placa de Vídeo NVidia;6;888,16;606,79;5328,96;1688,22
2025-05-31;Nordeste;Carlos;Felipe;5004;Monitor;1;3817,65;1988,34;3817,65;1829,31
2025-04-30;Sul;Fernanda;Ciro;5004;Monitor;5;1644,11;1271,72;8220,55;1861,95
2024-03-31;Sudeste;Carlos;Antonia;1005;Headset;9;2517,06;1341,15;22653,54;10583,19
2023-10-31;Nordeste;Eduardo;Antonia;3003;Placa de Vídeo NVidia;8;4989,51;3300,12;39916,08;13515,12
2023-07-31;Nordeste;Ana;João;1005;Headset;2;891,99;634,21;1783,98;515,56
2023-10-31;Nordeste;Eduardo;Marisa;5004;Monitor;1;3414,29;2004,75;3414,29;1409,54
2025-09-30;Nordeste;Ana;Marisa;3003;Placa de Vídeo NVidia;2;2125,62;1536,13;4251,24;1178,98
2024-10-31;Sudeste;Ana;João;9001;Notebook;4;1882,31;1132,93;7529,24;2997,52
2022-03-31;Centro-Oeste;Ana;Felipe;7002;Smartphone;7;4481,07;3580,93;31367,49;6300,98
2025-09-30;Sudeste;Eduardo;João;5004;Monitor;7;3859,01;2063,26;27013,07;12570,25
2022-07-31;Centro-Oeste;Bruno;Marisa;7002;Smartphone;6;3464,12;1777,8;20784,72;10117,92
2024-04-30;Nordeste;Carlos;Felipe;3003;Placa de Vídeo NVidia;4;1581,8;924,63;6327,2;2628,68
2024-07-31;Nordeste;Ana;Felipe;5004;Monitor;4;2088,09;1395,28;8352,36;2771,24
2022-05-31;Centro-Oeste;Carlos;Antonia;9001;Notebook;2;1158,3;605,23;2316,6;1106,14
2024-03-31;Sul;Eduardo;Ciro;1005;Headset;3;3878,22;2987,2;11634,66;2673,06
2023-04-30;Nordeste;Fernanda;Manoela;2006;WebCam 4k;5;1272,71;907,23;6363,55;1827,4
2022-04-30;Nordeste;Ana;Felipe;1005;Headset;6;4045,01;2498,85;24270,06;9276,96
2023-12-31;Norte;Carlos;Manoela;2006;WebCam 4k;1;1427,55;1086,18;1427,55;341,37
2022-11-30;Sudeste;Eduardo;Ciro;5004;Monitor;4;3234,83;1789,56;12939,32;5781,08
2025-08-31;Sudeste;Fernanda;João;3003;Placa de Vídeo NVidia;3;1602,3;1176,88;4806,9;1276,26
2024-04-30;Centro-Oeste;Bruno;Marisa;3003;Placa de Vídeo NVidia;8;2265,56;1537,94;18124,48;5820,96
2022-06-30;Sul;Daniela;Manoela;7002;Smartphone;8;2107,75;1155,23;16862,0;7620,16
2025-03-31;Sudeste;Ana;Felipe;7002;Smartphone;5;4310,18;2335,4;21550,9;9873,9
2025-07-31;Sudeste;Carlos;João;1005;Headset;7;3840,51;2953,75;26883,57;6207,32
2022-07-31;Nordeste;Bruno;Antonia;9001;Notebook;1;1597,58;1208,74;1597,58;388,84
2022-08-31;Norte;Eduardo;Antonia;5004;Monitor;6;2339,19;1440,46;14035,14;5392,38
2023-10-31;Sul;Ana;João;3003;Placa de Vídeo NVidia;2;2083,3;1388,04;4166,6;1390,52
2023-01-31;Norte;Bruno;João;3003;Placa de Vídeo NVidia;3;3596,32;2422,67;10788,96;3520,95
2025-06-30;Centro-Oeste;Ana;Manoela;9001;Notebook;4;1074,43;698,62;4297,72;1503,24
2024-08-31;Sul;Ana;Manoela;5004;Monitor;3;1637,84;1172,78;4913,52;1395,18
